"StartDate","EndDate","IPAddress","Progress","duration_seconds","Finished","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","AI_educated","AI_attitude","control_undesirable","control_jobs","control_oversight","control_recommender","control_beneficial","treat_beneficial_1","treat_undesirable_1","treat_jobs_1","treat_oversight_1","treat_recommender_1","attention_undesirable","attention_jobs","attention_oversight","attention_beneficial","attention_recommender","treat_beneficial_2","treat_undesirable_2","treat_jobs_2","treat_oversight_2","treat_recommender_2","learn_anything","education_level","house_income","gender","mTurkCode","treat_beneficial","treat_undesirable","treat_jobs","treat_oversight","treat_recommender","assignment_beneficial","score_beneficial","assignment_undesirable","score_undesirable","assignment_jobs","score_jobs","assignment_oversight","score_oversight","assignment_recommender","score_recommender","attention_undesirable_correct","attention_jobs_correct","attention_oversight_correct","attention_recommender_correct","attention_beneficial_correct","attention_correct"
"2018-04-03 11:49:30","2018-04-03 11:50:53","192.171.200.10",100,83,1,"2018-04-03 11:50:54","R_1FrLaIaR52SmB5w",36.414596557617,-89.139602661133,1,4,NA,2,NA,NA,3,0,2,0,0,0,1,NA,NA,NA,NA,0,0,0,5,1,1,1,2,1,5855188,NA,2,NA,5,1,0,3,1,2,0,2,1,5,1,1,0,NA,NA,NA,NA,0
"2018-04-03 11:46:56","2018-04-03 11:51:53","122.165.171.166",100,296,1,"2018-04-03 11:51:53","R_1n6ksNBoLKnWsR2",9.9333038330078,78.11669921875,3,3,3,4,NA,NA,NA,0,0,0,4,0,NA,NA,0,NA,NA,3,0,0,0,4,1,4,1,1,805378,3,NA,NA,4,4,1,3,0,3,0,4,1,4,1,4,NA,NA,1,NA,NA,1
"2018-04-03 11:49:23","2018-04-03 11:52:37","66.214.161.154",100,193,1,"2018-04-03 11:52:37","R_27PFeglXsvsLEn0",34.052597045898,-118.11329650879,2,4,2,NA,NA,NA,5,0,0,0,0,2,NA,NA,NA,NA,1,0,0,2,2,0,1,2,3,1,6177068,NA,NA,2,2,2,0,5,0,2,1,2,1,2,1,2,NA,NA,NA,1,NA,1
"2018-04-03 11:50:15","2018-04-03 11:53:49","71.185.164.144",100,214,1,"2018-04-03 11:53:50","R_1C8cyK69neCMVoT",40.070999145508,-75.125099182129,2,4,3,4,NA,NA,NA,3,0,0,0,0,NA,NA,NA,1,NA,0,0,0,5,3,1,2,3,0,4174524,3,NA,NA,5,3,1,3,0,3,0,4,1,5,1,3,NA,NA,NA,NA,1,1
"2018-04-03 11:51:18","2018-04-03 11:54:06","68.184.211.91",100,168,1,"2018-04-03 11:54:07","R_5auVRdWXPDTeU8N",39.683395385742,-91.436401367188,2,4,NA,3,NA,NA,3,0,0,0,4,0,NA,NA,0,NA,NA,0,2,0,0,3,1,1,1,0,3408004,NA,2,NA,4,3,0,3,1,2,0,3,1,4,1,3,NA,NA,1,NA,NA,1
"2018-04-03 11:48:01","2018-04-03 11:55:17","64.130.184.152",100,436,1,"2018-04-03 11:55:18","R_28BMX3ZQs51pHpQ",37.305297851562,-85.914001464844,3,4,NA,NA,5,5,NA,0,2,0,0,0,1,NA,NA,NA,NA,5,0,2,0,0,1,4,3,0,6966032,5,2,2,NA,NA,1,5,1,2,1,2,0,5,0,5,0,NA,NA,NA,NA,0
"2018-04-03 11:53:23","2018-04-03 11:56:22","71.205.180.135",100,178,1,"2018-04-03 11:56:23","R_1GPOWZVsFlr7whh",39.813095092773,-105.1257019043,2,4,NA,NA,4,NA,3,0,0,0,0,4,NA,NA,NA,NA,1,0,2,1,0,0,1,2,1,1,4512467,NA,2,1,NA,4,0,3,1,2,1,1,0,4,1,4,NA,NA,NA,1,NA,1
"2018-04-03 11:54:40","2018-04-03 11:58:21","75.132.111.226",100,221,1,"2018-04-03 11:58:22","R_1ezSUf77r2B5yz0",38.702896118164,-93.236801147461,2,3,3,NA,4,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,2,0,3,0,0,1,3,3,0,2432024,2,NA,3,NA,3,1,2,0,3,1,3,0,4,1,3,NA,NA,NA,1,NA,1
"2018-04-03 11:53:03","2018-04-03 11:59:42","67.251.202.210",100,399,1,"2018-04-03 11:59:43","R_2z7pLc3y5or4yS9",40.725204467773,-73.980201721191,3,5,1,NA,NA,2,NA,5,0,0,0,0,NA,NA,NA,1,NA,0,0,1,3,0,1,4,1,0,4906790,5,NA,1,3,NA,1,5,0,1,1,1,1,3,0,2,NA,NA,NA,NA,1,1
"2018-04-03 11:56:11","2018-04-03 11:59:50","73.135.197.147",100,218,1,"2018-04-03 11:59:50","R_3hG9sVUYdxzu2zf",39.158798217773,-75.494102478027,3,2,NA,NA,4,NA,2,0,0,0,0,3,NA,NA,NA,NA,1,0,5,3,0,0,0,1,2,0,9282960,NA,5,3,NA,3,0,2,1,5,1,3,0,4,1,3,NA,NA,NA,1,NA,1
"2018-04-03 11:54:06","2018-04-03 11:59:57","162.250.6.19",100,351,1,"2018-04-03 11:59:58","R_2CP8jMJMHtSWP7S",37.751007080078,-97.821998596191,4,3,NA,NA,5,NA,3,0,0,0,0,2,NA,NA,NA,NA,1,0,3,3,0,0,1,2,3,1,4709389,NA,3,3,NA,2,0,3,1,3,1,3,0,5,1,2,NA,NA,NA,1,NA,1
"2018-04-03 11:58:14","2018-04-03 12:00:08","98.224.184.136",100,114,1,"2018-04-03 12:00:09","R_2vYqINNv5fMga4K",42.585800170898,-82.823402404785,4,4,3,NA,NA,2,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,0,3,4,0,1,2,2,0,1329587,4,NA,3,4,NA,1,4,0,3,1,3,1,4,0,2,NA,NA,NA,NA,1,1
"2018-04-03 11:57:47","2018-04-03 12:00:18","24.151.38.212",100,151,1,"2018-04-03 12:00:19","R_1OuAmEMuQzFLMWq",41.6123046875,-73.412101745605,3,2,NA,5,NA,NA,2,0,5,0,0,0,1,NA,NA,NA,NA,0,0,0,5,3,1,1,1,1,5763669,NA,5,NA,5,3,0,2,1,5,0,5,1,5,1,3,0,NA,NA,NA,NA,0
"2018-04-03 11:59:39","2018-04-03 12:01:03","162.251.236.2",100,84,1,"2018-04-03 12:01:04","R_2lxaJxLgnrQEVBD",36.087707519531,-115.14849853516,1,5,NA,5,5,NA,NA,5,0,0,0,0,NA,NA,NA,0,NA,0,5,0,0,1,1,2,1,0,3266090,5,5,NA,NA,1,1,5,1,5,0,5,0,5,1,1,NA,NA,NA,NA,0,0
"2018-04-03 12:00:29","2018-04-03 12:01:11","138.128.245.125",100,41,1,"2018-04-03 12:01:12","R_1NrJfCkdepfg3lY",40.752807617188,-73.972503662109,3,3,NA,NA,4,3,NA,3,0,0,0,0,NA,NA,NA,0,NA,0,3,3,0,0,0,2,2,1,2241559,3,3,3,NA,NA,1,3,1,3,1,3,0,4,0,3,NA,NA,NA,NA,0,0
"2018-04-03 11:49:22","2018-04-03 12:01:13","71.208.24.248",100,711,1,"2018-04-03 12:01:14","R_1eOxRPUKZYlD9Lv",26.187301635742,-81.711303710938,3,5,NA,2,NA,5,NA,0,0,0,1,0,NA,NA,0,NA,NA,5,1,0,0,0,1,2,1,1,7993268,5,1,NA,1,NA,1,5,1,1,0,2,1,1,0,5,NA,NA,1,NA,NA,1
"2018-04-03 11:55:01","2018-04-03 12:02:10","104.129.204.64",100,429,1,"2018-04-03 12:02:11","R_3JldvKcNlXl8tcB",33.748992919922,-84.388000488281,2,4,NA,3,NA,NA,4,0,2,0,0,0,0,NA,NA,NA,NA,0,0,0,2,4,0,1,2,1,1264498,NA,2,NA,2,4,0,4,1,2,0,3,1,2,1,4,1,NA,NA,NA,NA,1
"2018-04-03 11:58:34","2018-04-03 12:02:18","108.52.204.129",100,223,1,"2018-04-03 12:02:18","R_1k1Z3XeV2LXdzuZ",39.919296264648,-75.418998718262,3,3,NA,3,4,NA,NA,3,0,0,0,0,NA,NA,NA,1,NA,0,3,0,0,3,1,4,2,0,917152,3,3,NA,NA,3,1,3,1,3,0,3,0,4,1,3,NA,NA,NA,NA,1,1
"2018-04-03 11:59:09","2018-04-03 12:02:18","24.32.85.182",100,189,1,"2018-04-03 12:02:19","R_Bth47vPc313nmNj",34.097793579102,-98.616302490234,3,2,NA,4,NA,NA,4,0,0,0,4,0,NA,NA,1,NA,NA,0,4,0,0,3,1,4,3,1,6760799,NA,4,NA,4,3,0,4,1,4,0,4,1,4,1,3,NA,NA,0,NA,NA,0
"2018-04-03 11:59:36","2018-04-03 12:02:39","72.193.214.50",100,183,1,"2018-04-03 12:02:40","R_3RsWwq7a6A8oJzj",36.076797485352,-115.08910369873,4,5,NA,3,NA,2,NA,0,0,0,2,0,NA,NA,0,NA,NA,5,2,0,0,0,1,4,1,0,5808952,5,2,NA,2,NA,1,5,1,2,0,3,1,2,0,2,NA,NA,1,NA,NA,1
"2018-04-03 12:00:49","2018-04-03 12:03:53","75.186.16.99",100,184,1,"2018-04-03 12:03:53","R_3IaY7T4ftmkglwc",39.884796142578,-84.332099914551,3,3,3,NA,NA,3,NA,0,0,0,5,0,NA,NA,0,NA,NA,2,0,5,0,0,1,2,1,1,6108265,2,NA,5,5,NA,1,2,0,3,1,5,1,5,0,3,NA,NA,1,NA,NA,1
"2018-04-03 12:03:27","2018-04-03 12:06:22","73.67.78.167",100,174,1,"2018-04-03 12:06:23","R_3hEdia2Gq2G85YE",28.739395141602,-81.855499267578,4,4,2,2,NA,NA,NA,0,0,0,2,0,NA,NA,0,NA,NA,4,0,0,0,2,1,3,1,0,9945580,4,NA,NA,2,2,1,4,0,2,0,2,1,2,1,2,NA,NA,1,NA,NA,1
"2018-04-03 12:05:59","2018-04-03 12:06:35","107.77.196.185",100,35,1,"2018-04-03 12:06:36","R_2q7tSesU1Qdn1Eq",30.450698852539,-91.154602050781,4,5,NA,NA,3,NA,4,0,0,0,0,4,NA,NA,NA,NA,1,0,4,3,0,0,1,1,1,0,8637004,NA,4,3,NA,4,0,4,1,4,1,3,0,3,1,4,NA,NA,NA,1,NA,1
"2018-04-03 12:04:17","2018-04-03 12:08:00","172.56.34.117",100,223,1,"2018-04-03 12:08:01","R_1pu340J6ausmpna",40.703506469727,-73.923500061035,3,4,NA,NA,NA,4,4,0,0,0,4,0,NA,NA,0,NA,NA,0,2,3,0,0,1,2,1,0,7046684,NA,2,3,4,NA,0,4,1,2,1,3,1,4,0,4,NA,NA,1,NA,NA,1
"2018-04-03 12:05:24","2018-04-03 12:08:11","107.5.108.210",100,167,1,"2018-04-03 12:08:12","R_3kaBqKPu1GrBJvX",41.861892700195,-84.603797912598,3,4,NA,NA,5,NA,5,0,0,1,0,0,NA,1,NA,NA,NA,0,1,0,0,1,0,2,2,0,5525313,NA,1,1,NA,1,0,5,1,1,1,1,0,5,1,1,NA,1,NA,NA,NA,1
"2018-04-03 12:05:42","2018-04-03 12:09:36","73.139.71.207",100,233,1,"2018-04-03 12:09:37","R_1kZySgZR2ILEfDY",26.212005615234,-80.266899108887,4,4,NA,2,NA,4,NA,0,0,0,2,0,NA,NA,0,NA,NA,5,1,0,0,0,0,3,2,0,1786910,5,1,NA,2,NA,1,5,1,1,0,2,1,2,0,4,NA,NA,1,NA,NA,1
"2018-04-03 12:04:36","2018-04-03 12:10:03","173.62.177.139",100,327,1,"2018-04-03 12:10:03","R_8xd8H9TQGVCwDdz",40.463897705078,-75.326301574707,2,4,NA,5,3,NA,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,2,0,0,2,1,1,1,0,2893546,4,2,NA,NA,2,1,4,1,2,0,5,0,3,1,2,NA,NA,NA,NA,1,1
"2018-04-03 12:07:18","2018-04-03 12:10:26","97.97.246.236",100,187,1,"2018-04-03 12:10:26","R_Wet1NQG1POJjoIx",28.090698242188,-82.451499938965,2,3,5,5,NA,NA,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,0,0,5,4,1,2,1,0,7697023,4,NA,NA,5,4,1,4,0,5,0,5,1,5,1,4,NA,NA,NA,NA,1,1
"2018-04-03 12:12:30","2018-04-03 12:13:12","24.145.87.106",100,41,1,"2018-04-03 12:13:12","R_247UfyqLISxyLv3",33.598205566406,-81.671203613281,4,3,3,4,NA,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,3,0,0,4,0,0,1,1,1,8415900,3,NA,NA,4,3,1,3,0,3,0,4,1,4,1,3,NA,NA,NA,1,NA,1
"2018-04-03 12:11:34","2018-04-03 12:14:42","172.222.208.154",100,187,1,"2018-04-03 12:14:42","R_3qWNJTUAhc4sE7Y",34.239501953125,-116.86849975586,2,3,NA,4,NA,NA,3,0,0,0,0,2,NA,NA,NA,NA,1,0,3,0,3,0,1,1,4,0,6109856,NA,3,NA,3,2,0,3,1,3,0,4,1,3,1,2,NA,NA,NA,1,NA,1
"2018-04-03 12:13:41","2018-04-03 12:15:04","99.203.93.3",100,82,1,"2018-04-03 12:15:04","R_2qkhlSERjpPDfgf",38.701202392578,-90.366996765137,3,4,3,2,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,1,3,0,0,2,0,1,2,2,1,2431496,3,NA,NA,2,2,1,3,0,3,0,2,1,2,1,2,NA,NA,NA,1,NA,1
"2018-04-03 12:13:16","2018-04-03 12:15:09","158.106.216.110",100,112,1,"2018-04-03 12:15:09","R_4NqdAD1fVRl9LTH",40.792098999023,-73.943901062012,3,4,NA,5,5,NA,NA,0,0,0,0,2,NA,NA,NA,NA,1,4,5,0,0,0,0,2,2,0,3896591,4,5,NA,NA,2,1,4,1,5,0,5,0,5,1,2,NA,NA,NA,1,NA,1
"2018-04-03 12:11:56","2018-04-03 12:15:37","190.124.31.11",100,220,1,"2018-04-03 12:15:38","R_1P6JYmveGNCRYhd",9.9833068847656,-72.033302307129,3,3,NA,4,4,NA,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,4,0,0,3,1,4,3,0,3464162,4,4,NA,NA,3,1,4,1,4,0,4,0,4,1,3,NA,NA,NA,NA,1,1
"2018-04-03 12:15:12","2018-04-03 12:16:38","130.156.1.84",100,85,1,"2018-04-03 12:16:39","R_XMIC7fOV8chVcwF",40.94450378418,-74.069999694824,3,4,NA,NA,3,NA,4,0,0,0,0,3,NA,NA,NA,NA,1,0,2,2,0,0,0,1,3,0,8040874,NA,2,2,NA,3,0,4,1,2,1,2,0,3,1,3,NA,NA,NA,1,NA,1
"2018-04-03 12:15:32","2018-04-03 12:16:59","96.59.248.8",100,86,1,"2018-04-03 12:16:59","R_AjQRRE6qyjcikA9",27.866104125977,-82.326499938965,4,4,NA,NA,NA,4,5,0,0,0,4,0,NA,NA,0,NA,NA,0,4,3,0,0,0,1,1,1,6033272,NA,4,3,4,NA,0,5,1,4,1,3,1,4,0,4,NA,NA,1,NA,NA,1
"2018-04-03 12:15:47","2018-04-03 12:17:53","128.84.124.70",100,125,1,"2018-04-03 12:17:54","R_2dTmGlUeH4NrfRk",42.448501586914,-76.480400085449,3,4,NA,1,1,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,5,0,0,0,2,0,4,1,1,3052945,5,1,NA,NA,2,1,5,1,1,0,1,0,1,1,2,1,NA,NA,NA,NA,1
"2018-04-03 12:15:53","2018-04-03 12:18:32","107.198.84.171",100,158,1,"2018-04-03 12:18:33","R_Bup3zmzemjqYstb",37.721694946289,-122.44439697266,1,2,4,NA,5,NA,NA,3,0,0,0,0,NA,NA,NA,1,NA,0,0,4,0,4,1,3,2,0,2757849,3,NA,4,NA,4,1,3,0,4,1,4,0,5,1,4,NA,NA,NA,NA,1,1
"2018-04-03 12:15:53","2018-04-03 12:18:34","170.12.232.239",100,161,1,"2018-04-03 12:18:35","R_3pajcG5HX6UUvl6",27.815200805664,-82.625503540039,1,1,NA,3,NA,NA,1,0,5,0,0,0,1,NA,NA,NA,NA,0,0,0,5,3,0,2,3,0,3697717,NA,5,NA,5,3,0,1,1,5,0,3,1,5,1,3,0,NA,NA,NA,NA,0
"2018-04-03 12:19:29","2018-04-03 12:20:45","71.239.105.122",100,75,1,"2018-04-03 12:20:45","R_suNgumAFvNE9nI5",41.604400634766,-87.889503479004,4,4,NA,NA,NA,2,3,0,0,0,5,0,NA,NA,1,NA,NA,0,4,4,0,0,1,1,2,1,5851825,NA,4,4,5,NA,0,3,1,4,1,4,1,5,0,2,NA,NA,0,NA,NA,0
"2018-04-03 12:16:12","2018-04-03 12:21:43","73.215.64.20",100,331,1,"2018-04-03 12:21:44","R_1P7xloE1UAePzbV",40.254898071289,-74.787498474121,4,4,NA,5,5,NA,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,4,0,0,3,1,2,1,1,3966710,4,4,NA,NA,3,1,4,1,4,0,5,0,5,1,3,NA,NA,NA,NA,1,1
"2018-04-03 12:17:18","2018-04-03 12:21:55","45.116.233.37",100,277,1,"2018-04-03 12:21:55","R_3LdVRDFuVaV3nf7",24.90559387207,67.08219909668,4,5,NA,NA,4,5,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,2,3,0,0,1,3,2,1,6151643,4,2,3,NA,NA,1,4,1,2,1,3,0,4,0,5,NA,NA,NA,NA,1,1
"2018-04-03 12:19:06","2018-04-03 12:22:34","69.167.198.69",100,207,1,"2018-04-03 12:22:34","R_28LCfdEeATpp9Kj",35.712493896484,-88.702102661133,2,4,3,NA,5,NA,NA,0,0,0,0,3,NA,NA,NA,NA,1,3,0,3,0,0,0,2,2,0,1344593,3,NA,3,NA,3,1,3,0,3,1,3,0,5,1,3,NA,NA,NA,1,NA,1
"2018-04-03 12:20:04","2018-04-03 12:22:48","24.167.170.251",100,164,1,"2018-04-03 12:22:49","R_utgLkMR00sxjkFH",35.989898681641,-79.698402404785,3,3,3,NA,5,NA,NA,0,0,3,0,0,NA,1,NA,NA,NA,2,0,0,0,2,0,2,2,0,5855424,2,NA,3,NA,2,1,2,0,3,1,3,0,5,1,2,NA,1,NA,NA,NA,1
"2018-04-03 12:21:07","2018-04-03 12:23:08","108.230.124.237",100,120,1,"2018-04-03 12:23:09","R_2XmkNP29b7BRgij",31.854507446289,-106.53299713135,3,5,NA,NA,3,4,NA,0,0,2,0,0,NA,1,NA,NA,NA,4,2,0,0,0,1,3,1,0,1794658,4,2,2,NA,NA,1,4,1,2,1,2,0,3,0,4,NA,1,NA,NA,NA,1
"2018-04-03 12:22:46","2018-04-03 12:23:43","98.159.201.2",100,56,1,"2018-04-03 12:23:43","R_TnQ3xQpeNgDZxcJ",34.802307128906,-86.102798461914,2,4,NA,NA,3,NA,4,0,3,0,0,0,1,NA,NA,NA,NA,0,0,4,0,3,1,1,2,1,3946731,NA,3,4,NA,3,0,4,1,3,1,4,0,3,1,3,0,NA,NA,NA,NA,0
"2018-04-03 12:22:59","2018-04-03 12:23:55","104.129.73.210",100,55,1,"2018-04-03 12:23:55","R_1dMuwhWOettMAha",40.794799804688,-72.879699707031,2,2,NA,NA,4,3,NA,0,0,4,0,0,NA,0,NA,NA,NA,4,2,0,0,0,1,2,2,0,6916585,4,2,4,NA,NA,1,4,1,2,1,4,0,4,0,3,NA,0,NA,NA,NA,0
"2018-04-03 12:24:04","2018-04-03 12:26:36","63.153.31.93",100,152,1,"2018-04-03 12:26:37","R_WonEz72IXAORWrT",45.651092529297,-111.17769622803,2,2,NA,5,5,NA,NA,2,0,0,0,0,NA,NA,NA,1,NA,0,4,0,0,2,1,1,2,0,4890051,2,4,NA,NA,2,1,2,1,4,0,5,0,5,1,2,NA,NA,NA,NA,1,1
"2018-04-03 12:26:38","2018-04-03 12:28:27","24.51.160.75",100,108,1,"2018-04-03 12:28:28","R_24j6S3PgmUtw0UW",41.442504882812,-78.534103393555,3,3,NA,4,NA,NA,4,0,4,0,0,0,1,NA,NA,NA,NA,0,0,0,5,2,1,2,1,0,8563921,NA,4,NA,5,2,0,4,1,4,0,4,1,5,1,2,0,NA,NA,NA,NA,0
"2018-04-03 12:25:59","2018-04-03 12:29:24","50.108.227.165",100,205,1,"2018-04-03 12:29:24","R_uwXFZ8pGBlpdZf3",42.338394165039,-75.754402160645,2,4,NA,3,NA,2,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,3,0,5,0,0,2,1,1,3960836,4,3,NA,5,NA,1,4,1,3,0,3,1,5,0,2,NA,NA,NA,NA,1,1
"2018-04-03 12:29:06","2018-04-03 12:30:14","74.137.60.167",100,68,1,"2018-04-03 12:30:15","R_1rcTZkZ0Ke6U3Qu",38.308197021484,-85.984199523926,4,4,NA,NA,4,4,NA,0,0,2,0,0,NA,0,NA,NA,NA,4,2,0,0,0,0,2,1,0,4139869,4,2,2,NA,NA,1,4,1,2,1,2,0,4,0,4,NA,0,NA,NA,NA,0
"2018-04-03 12:28:39","2018-04-03 12:32:13","107.170.25.183",100,213,1,"2018-04-03 12:32:13","R_29ie5FMWV344xMn",40.730804443359,-73.997497558594,3,4,NA,NA,NA,3,2,0,0,0,3,0,NA,NA,1,NA,NA,0,4,3,0,0,1,2,3,0,4625786,NA,4,3,3,NA,0,2,1,4,1,3,1,3,0,3,NA,NA,0,NA,NA,0
"2018-04-03 12:32:34","2018-04-03 12:35:08","216.14.245.214",100,154,1,"2018-04-03 12:35:09","R_25yVfiG2mMiPQwv",47.249893188477,-113.5353012085,2,3,3,NA,4,NA,NA,3,0,0,0,0,NA,NA,NA,1,NA,0,0,3,0,2,0,2,3,0,4549634,3,NA,3,NA,2,1,3,0,3,1,3,0,4,1,2,NA,NA,NA,NA,1,1
"2018-04-03 12:33:17","2018-04-03 12:35:19","69.1.50.26",100,122,1,"2018-04-03 12:35:19","R_d5TLEXK20TxXJ5v",35.92790222168,-84.08519744873,2,2,NA,NA,2,1,NA,2,0,0,0,0,NA,NA,NA,1,NA,0,4,4,0,0,0,1,1,1,5801539,2,4,4,NA,NA,1,2,1,4,1,4,0,2,0,1,NA,NA,NA,NA,1,1
"2018-04-03 12:34:15","2018-04-03 12:35:53","67.149.146.6",100,98,1,"2018-04-03 12:35:54","R_3qvYW8TTTREeMpo",42.558700561523,-83.009201049805,4,4,4,NA,NA,3,NA,0,0,2,0,0,NA,1,NA,NA,NA,4,0,0,3,0,1,4,1,0,2022762,4,NA,2,3,NA,1,4,0,4,1,2,1,3,0,3,NA,1,NA,NA,NA,1
"2018-04-03 12:35:55","2018-04-03 12:37:04","169.139.19.126",100,68,1,"2018-04-03 12:37:04","R_3ndQ5JgGkETCBjE",25.786804199219,-80.206199645996,4,3,3,4,NA,NA,NA,0,0,0,3,0,NA,NA,1,NA,NA,3,0,0,0,3,1,1,1,0,1384764,3,NA,NA,3,3,1,3,0,3,0,4,1,3,1,3,NA,NA,0,NA,NA,0
"2018-04-03 12:33:25","2018-04-03 12:37:17","97.80.227.120",100,231,1,"2018-04-03 12:37:18","R_1Fhw4P6T65phGSM",34.606506347656,-87.007797241211,2,3,NA,NA,5,2,NA,2,0,0,0,0,NA,NA,NA,1,NA,0,4,3,0,0,0,2,1,0,2938012,2,4,3,NA,NA,1,2,1,4,1,3,0,5,0,2,NA,NA,NA,NA,1,1
"2018-04-03 12:37:39","2018-04-03 12:39:37","99.127.226.27",100,118,1,"2018-04-03 12:39:38","R_2BzaQ7uyiSCc6Ou",37.369705200195,-122.02140045166,3,4,NA,NA,5,NA,4,0,0,4,0,0,NA,1,NA,NA,NA,0,3,0,0,3,1,3,3,0,9438475,NA,3,4,NA,3,0,4,1,3,1,4,0,5,1,3,NA,1,NA,NA,NA,1
"2018-04-03 12:37:13","2018-04-03 12:40:32","71.202.159.133",100,198,1,"2018-04-03 12:40:33","R_2e3W59euFjvG2qR",37.952896118164,-122.02249908447,3,1,NA,NA,2,1,NA,0,5,0,0,0,0,NA,NA,NA,NA,1,0,2,0,0,0,4,2,1,97410,1,5,2,NA,NA,1,1,1,5,1,2,0,2,0,1,1,NA,NA,NA,NA,1
"2018-04-03 12:38:28","2018-04-03 12:41:23","50.80.255.31",100,175,1,"2018-04-03 12:41:24","R_3hykNWlSP9opJUz",39.740097045898,-90.238800048828,4,3,NA,2,3,NA,NA,0,0,0,0,4,NA,NA,NA,NA,1,4,3,0,0,0,1,4,3,1,7660438,4,3,NA,NA,4,1,4,1,3,0,2,0,3,1,4,NA,NA,NA,1,NA,1
"2018-04-03 12:34:47","2018-04-03 12:41:47","162.116.247.13",100,419,1,"2018-04-03 12:41:47","R_wS4CnlPRIIOB4m5",40.725997924805,-74.233200073242,3,4,3,3,NA,NA,NA,0,0,0,4,0,NA,NA,0,NA,NA,4,0,0,0,5,1,4,3,0,8832247,4,NA,NA,4,5,1,4,0,3,0,3,1,4,1,5,NA,NA,1,NA,NA,1
"2018-04-03 12:42:16","2018-04-03 12:43:17","142.129.109.174",100,60,1,"2018-04-03 12:43:17","R_bDSlX2EanboZDZ7",34.076400756836,-118.26260375977,4,4,3,4,NA,NA,NA,0,0,0,3,0,NA,NA,1,NA,NA,4,0,0,0,5,1,2,2,0,9857823,4,NA,NA,3,5,1,4,0,3,0,4,1,3,1,5,NA,NA,0,NA,NA,0
"2018-04-03 12:42:15","2018-04-03 12:43:28","147.70.85.52",100,73,1,"2018-04-03 12:43:29","R_3DoVejgVMV8MJsJ",25.658599853516,-80.356796264648,4,5,4,NA,NA,4,NA,4,0,0,0,0,NA,NA,NA,0,NA,0,0,3,4,0,1,2,1,1,7348040,4,NA,3,4,NA,1,4,0,4,1,3,1,4,0,4,NA,NA,NA,NA,0,0
"2018-04-03 12:44:18","2018-04-03 12:46:58","191.103.89.62",100,160,1,"2018-04-03 12:46:59","R_3iL2mDiti2DF33W",14.100006103516,-87.216697692871,2,2,4,NA,NA,2,NA,3,0,0,0,0,NA,NA,NA,0,NA,0,0,5,4,0,1,0,2,0,2612229,3,NA,5,4,NA,1,3,0,4,1,5,1,4,0,2,NA,NA,NA,NA,0,0
"2018-04-03 12:44:52","2018-04-03 12:47:32","98.121.176.146",100,160,1,"2018-04-03 12:47:33","R_TsWl2JzGPDwHPJD",34.125595092773,-77.918998718262,2,3,NA,4,NA,2,NA,0,0,0,5,0,NA,NA,0,NA,NA,3,2,0,0,0,1,2,2,0,453125,3,2,NA,5,NA,1,3,1,2,0,4,1,5,0,2,NA,NA,1,NA,NA,1
"2018-04-03 12:46:38","2018-04-03 12:48:31","98.177.131.5",100,112,1,"2018-04-03 12:48:32","R_1IB0ajC7b2rSSBz",33.647506713867,-112.3883972168,3,3,3,NA,5,NA,NA,3,0,0,0,0,NA,NA,NA,1,NA,0,0,2,0,2,0,4,1,0,6734561,3,NA,2,NA,2,1,3,0,3,1,2,0,5,1,2,NA,NA,NA,NA,1,1
"2018-04-03 12:45:04","2018-04-03 12:48:41","198.72.210.48",100,216,1,"2018-04-03 12:48:41","R_4GVZ3wmRUGugQgh",34.293502807617,-118.2566986084,2,2,3,3,NA,NA,NA,0,0,0,0,3,NA,NA,NA,NA,0,2,0,0,4,0,1,2,2,0,5551831,2,NA,NA,4,3,1,2,0,3,0,3,1,4,1,3,NA,NA,NA,0,NA,0
"2018-04-03 12:47:10","2018-04-03 12:49:06","70.104.141.205",100,115,1,"2018-04-03 12:49:06","R_2Qs7d5L8atXsDy5",40.648498535156,-73.933898925781,4,5,NA,3,NA,NA,5,0,0,0,0,3,NA,NA,NA,NA,1,0,3,0,4,0,1,2,3,1,9378844,NA,3,NA,4,3,0,5,1,3,0,3,1,4,1,3,NA,NA,NA,1,NA,1
"2018-04-03 12:41:31","2018-04-03 12:50:00","174.99.117.195",100,509,1,"2018-04-03 12:50:01","R_5bFyFIae4jwD2kp",35.887405395508,-78.750999450684,1,4,NA,4,NA,2,NA,4,0,0,0,0,NA,NA,NA,1,NA,0,2,0,5,0,1,1,2,0,1956825,4,2,NA,5,NA,1,4,1,2,0,4,1,5,0,2,NA,NA,NA,NA,1,1
