"ResponseId","mTurkCode","IPAddress","LocationLatitude","LocationLongitude","StartDate","EndDate","duration_seconds","gender","education_level","house_income","AI_educated","AI_attitude","learn_anything","assignment_undesirable","assignment_jobs","assignment_oversight","assignment_recommender","assignment_beneficial","score_undesirable","score_jobs","score_oversight","score_recommender","score_beneficial","control_undesirable","control_jobs","control_oversight","control_recommender","control_beneficial","treat_undesirable","treat_jobs","treat_oversight","treat_recommender","treat_beneficial","attention_question_code","attention_question","attention_correct"
"R_3DoVejgVMV8MJsJ",7348040,"147.70.85.52",25.658599853516,-80.356796264648,"2018-04-03 12:42:15","2018-04-03 12:43:28",73,1,2,1,4,5,1,0,1,1,0,1,4,3,4,4,4,4,NA,NA,4,NA,NA,3,4,NA,4,5,"beneficial",0
"R_3iL2mDiti2DF33W",2612229,"191.103.89.62",14.100006103516,-87.216697692871,"2018-04-03 12:44:18","2018-04-03 12:46:58",160,0,0,2,2,2,1,0,1,1,0,1,4,5,4,2,3,4,NA,NA,2,NA,NA,5,4,NA,3,5,"beneficial",0
"R_TsWl2JzGPDwHPJD",453125,"98.121.176.146",34.125595092773,-77.918998718262,"2018-04-03 12:44:52","2018-04-03 12:47:32",160,0,2,2,2,3,1,1,0,1,0,1,2,4,5,2,3,NA,4,NA,2,NA,2,NA,5,NA,3,3,"oversight",1
"R_1IB0ajC7b2rSSBz",6734561,"98.177.131.5",33.647506713867,-112.3883972168,"2018-04-03 12:46:38","2018-04-03 12:48:31",112,0,4,1,3,3,0,0,1,0,1,1,3,2,5,2,3,3,NA,5,NA,NA,NA,2,NA,2,3,5,"beneficial",1
"R_4GVZ3wmRUGugQgh",5551831,"198.72.210.48",34.293502807617,-118.2566986084,"2018-04-03 12:45:04","2018-04-03 12:48:41",216,0,2,2,2,2,1,0,0,1,1,1,3,3,4,3,2,3,3,NA,NA,NA,NA,NA,4,3,2,4,"recommender",1
"R_2Qs7d5L8atXsDy5",9378844,"70.104.141.205",40.648498535156,-73.933898925781,"2018-04-03 12:47:10","2018-04-03 12:49:06",115,1,2,3,4,5,1,1,0,1,1,0,3,3,4,3,5,NA,3,NA,NA,5,3,NA,4,3,NA,4,"recommender",0
"R_5bFyFIae4jwD2kp",1956825,"174.99.117.195",35.887405395508,-78.750999450684,"2018-04-03 12:41:31","2018-04-03 12:50:00",509,0,1,2,1,4,1,1,0,1,0,1,2,4,5,2,4,NA,4,NA,2,NA,2,NA,5,NA,4,5,"beneficial",1
"R_3O8Riwo88nXXsjw",3203311,"68.195.74.146",40.7333984375,-73.428100585938,"2018-04-03 12:47:35","2018-04-03 12:50:31",176,1,2,2,3,2,1,0,1,0,1,1,4,4,5,2,3,4,NA,5,NA,NA,NA,4,NA,2,3,5,"beneficial",1
"R_2dZ4muvWCjF4pjo",6921099,"73.81.149.97",40.032592773438,-75.115798950195,"2018-04-03 12:50:02","2018-04-03 12:53:32",210,0,1,1,1,2,1,0,0,1,1,1,2,4,5,1,3,2,4,NA,NA,NA,NA,NA,5,1,3,3,"oversight",1
"R_2q8Go3k9lIlh5Gk",5076280,"71.158.88.105",35.871307373047,-78.539398193359,"2018-04-03 12:53:56","2018-04-03 12:58:14",257,0,2,2,2,4,1,1,1,1,0,0,3,4,4,4,3,NA,NA,NA,4,3,3,4,4,NA,NA,3,"oversight",1
"R_4V1YDyiOBOJY85r",8515605,"128.111.62.31",34.432907104492,-119.83709716797,"2018-04-03 12:56:02","2018-04-03 12:58:35",153,0,2,1,3,4,0,1,0,1,1,0,3,3,5,2,4,NA,3,NA,NA,4,3,NA,5,2,NA,4,"recommender",0
"R_DduoBuuTKYezFeh",5346814,"198.1.29.5",30.694396972656,-88.042999267578,"2018-04-03 12:58:28","2018-04-03 12:59:47",78,0,2,2,3,4,0,1,1,0,0,1,3,3,5,3,4,NA,NA,5,3,NA,3,3,NA,NA,4,2,"jobs",0
"R_xhZJnQCcbEbRbTr",2714722,"24.140.108.98",40.757202148438,-81.423797607422,"2018-04-03 13:02:12","2018-04-03 13:03:53",100,0,2,1,4,3,1,1,1,0,0,1,3,3,3,4,3,NA,NA,3,4,NA,3,3,NA,NA,3,2,"jobs",1
"R_0c5Djx9CwbCwOvn",9251595,"208.108.81.45",41.439605712891,-82.134803771973,"2018-04-03 12:59:25","2018-04-03 13:05:39",373,0,1,2,1,2,0,0,1,1,1,0,4,5,5,2,4,4,NA,NA,NA,4,NA,5,5,2,NA,3,"oversight",1
"R_3vNgCNqpO9QUkE1",6092812,"192.112.102.249",40.562194824219,-77.854499816895,"2018-04-03 13:03:44","2018-04-03 13:05:40",115,1,3,2,3,2,1,0,0,1,1,1,3,4,4,2,3,3,4,NA,NA,NA,NA,NA,4,2,3,5,"beneficial",1
"R_3HUORU82JPe6lZC",9483003,"174.110.175.210",33.097503662109,-80.175300598145,"2018-04-03 13:03:44","2018-04-03 13:07:29",225,1,2,1,2,3,1,1,0,1,1,0,4,4,4,3,3,NA,4,NA,NA,3,4,NA,4,3,NA,4,"recommender",0
"R_1LYXqgAodS8Ub5S",7038950,"24.225.125.42",48.146392822266,-96.176498413086,"2018-04-03 13:05:38","2018-04-03 13:08:55",196,1,2,1,2,1,1,1,0,1,1,0,5,5,5,1,1,NA,5,NA,NA,1,5,NA,5,1,NA,4,"recommender",0
"R_ylTJnJDW0wo5hbr",8416891,"67.137.140.50",44.965698242188,-93.187301635742,"2018-04-03 13:07:37","2018-04-03 13:09:04",86,0,3,2,3,3,0,1,1,1,0,0,2,2,4,3,4,NA,NA,NA,3,4,2,2,4,NA,NA,2,"jobs",1
"R_1rOd8aEm3OGeRXa",4856470,"74.109.219.133",40.404998779297,-79.974098205566,"2018-04-03 13:09:07","2018-04-03 13:09:57",49,1,1,1,4,3,0,0,0,1,1,1,4,2,4,3,3,4,2,NA,NA,NA,NA,NA,4,3,3,5,"beneficial",1
"R_1EalEuJrsK2ehqG",4552003,"73.28.132.137",27.258499145508,-82.514999389648,"2018-04-03 13:06:57","2018-04-03 13:10:12",194,0,4,2,4,5,1,0,1,1,0,1,2,3,5,5,4,2,NA,NA,5,NA,NA,3,5,NA,4,2,"jobs",0
"R_1FnfRk2GodXQz1X",4682619,"147.0.124.158",40.053207397461,-83.022003173828,"2018-04-03 13:09:09","2018-04-03 13:11:48",159,1,2,2,2,2,1,1,0,0,1,1,4,5,3,2,3,NA,5,3,NA,NA,4,NA,NA,2,3,5,"beneficial",1
"R_1kYY5xicXPh8FaR",3117716,"192.136.173.186",44.567794799805,-69.21900177002,"2018-04-03 13:11:06","2018-04-03 13:12:15",68,1,1,2,3,3,1,0,1,1,0,1,4,4,2,3,3,4,NA,NA,3,NA,NA,4,2,NA,3,2,"jobs",1
"R_3jSxK9zSU09r4DD",5061569,"136.0.99.178",37.33869934082,-121.89140319824,"2018-04-03 13:11:37","2018-04-03 13:20:02",505,0,2,3,4,3,1,1,0,1,0,1,4,3,5,2,5,NA,3,NA,2,NA,4,NA,5,NA,5,1,"undesirable",0
"R_QhQLe14ubNZmx8J",9718053,"72.48.73.233",31.899398803711,-102.34100341797,"2018-04-03 13:17:36","2018-04-03 13:22:14",277,0,2,2,2,3,1,0,0,1,1,1,2,4,4,2,3,2,4,NA,NA,NA,NA,NA,4,2,3,3,"oversight",1
"R_2rAEpIGKOb20wCl",1543652,"98.175.106.247",32.795196533203,-116.96710205078,"2018-04-03 13:20:14","2018-04-03 13:22:33",139,1,2,1,3,4,1,0,1,1,0,1,3,4,4,4,4,3,NA,NA,4,NA,NA,4,4,NA,4,2,"jobs",1
"R_CdnnqikPRw469CV",7571265,"38.89.230.134",41.884902954102,-87.623802185059,"2018-04-03 13:21:40","2018-04-03 13:23:01",80,1,4,2,2,1,0,0,0,1,1,1,5,4,5,2,2,5,4,NA,NA,NA,NA,NA,5,2,2,5,"beneficial",1
"R_3nd5tBVXdjwNGHn",2317156,"98.231.60.54",30.600494384766,-81.528297424316,"2018-04-03 13:21:27","2018-04-03 13:24:29",181,1,4,2,3,4,1,1,0,0,1,1,2,3,4,5,4,NA,3,4,NA,NA,2,NA,NA,5,4,4,"recommender",0
"R_1kMpUYWcs1WKTzf",7720628,"137.152.185.82",33.507995605469,-112.12539672852,"2018-04-03 13:30:33","2018-04-03 13:31:34",60,1,0,1,2,4,0,0,1,1,1,0,3,3,4,5,4,3,NA,NA,NA,4,NA,3,4,5,NA,4,"recommender",0
"R_2qjASYBig9HsNfk",2639656,"185.177.0.7",39,71,"2018-04-03 13:28:11","2018-04-03 13:31:41",210,1,2,1,2,3,1,0,1,1,0,1,2,2,4,4,4,2,NA,NA,4,NA,NA,2,4,NA,4,2,"jobs",1
"R_dnvsm6qr32Ic9fX",1194433,"50.207.44.86",39.381698608398,-76.726501464844,"2018-04-03 13:29:49","2018-04-03 13:31:59",130,0,2,1,3,4,1,1,0,1,1,0,2,3,3,5,5,NA,3,NA,NA,5,2,NA,3,5,NA,3,"oversight",0
"R_2EtMAtHDBMUkcta",2297729,"74.139.125.1",38.214492797852,-85.205299377441,"2018-04-03 13:27:10","2018-04-03 13:32:42",332,0,2,1,2,1,1,1,1,0,0,1,3,3,5,2,4,NA,NA,5,2,NA,3,3,NA,NA,4,2,"jobs",1
"R_1jxscoR1YxLpUdw",4924154,"162.237.34.176",41.601806640625,-83.560401916504,"2018-04-03 13:29:26","2018-04-03 13:33:07",221,0,2,1,1,3,0,1,0,0,1,1,3,5,5,1,3,NA,5,5,NA,NA,3,NA,NA,1,3,1,"undesirable",0
"R_1FyT5k5NPdO8SSO",3932379,"184.54.30.221",39.109298706055,-84.620903015137,"2018-04-03 13:29:52","2018-04-03 13:33:57",245,0,2,2,2,1,1,1,1,0,1,0,4,5,4,1,1,NA,NA,4,NA,1,4,5,NA,1,NA,4,"recommender",1
"R_2cctypbUWPBOH9d",8887278,"131.94.186.31",25.558395385742,-80.458198547363,"2018-04-03 13:32:01","2018-04-03 13:34:40",159,0,1,2,3,4,1,1,1,0,1,0,2,3,2,3,4,NA,NA,2,NA,4,2,3,NA,3,NA,1,"undesirable",0
"R_ptU1ow4ZXnaGXEl",22792,"73.30.204.252",40.226196289062,-75.293098449707,"2018-04-03 13:34:50","2018-04-03 13:37:04",134,0,3,2,3,4,1,0,1,0,1,1,2,2,2,3,4,2,NA,2,NA,NA,NA,2,NA,3,4,2,"jobs",1
"R_2Y4ji3xtTk10CKH",8332694,"73.241.14.136",37.342193603516,-121.88330078125,"2018-04-03 13:32:41","2018-04-03 13:37:10",268,1,2,4,4,4,1,1,1,1,0,0,5,5,5,3,4,NA,NA,NA,3,4,5,5,5,NA,NA,2,"jobs",0
"R_3CPzymkikrzXKjH",9878593,"72.175.125.199",38.477905273438,-105.45559692383,"2018-04-03 13:36:44","2018-04-03 13:39:56",192,0,1,1,1,4,1,1,0,1,0,1,1,3,2,5,5,NA,3,NA,5,NA,1,NA,2,NA,5,5,"beneficial",1
"R_r0yJhKYQ23FOecx",8776930,"216.16.77.157",44.955703735352,-97.106002807617,"2018-04-03 13:38:29","2018-04-03 13:40:32",122,0,0,2,2,3,0,1,1,0,1,0,4,4,4,2,3,NA,NA,4,NA,3,4,4,NA,2,NA,1,"undesirable",0
"R_1Kyj96hvUfTBL6z",2246638,"174.96.102.130",40.440994262695,-81.491996765137,"2018-04-03 13:38:40","2018-04-03 13:41:25",165,1,1,1,2,3,0,1,1,0,0,1,3,4,4,3,2,NA,NA,4,3,NA,3,4,NA,NA,2,2,"jobs",1
"R_2QSuGOS9sXX2Cwr",1755940,"107.144.38.162",27.363296508789,-82.475402832031,"2018-04-03 13:39:22","2018-04-03 13:41:43",140,1,3,1,2,3,1,0,1,1,1,0,2,2,4,2,4,2,NA,NA,NA,4,NA,2,4,2,NA,4,"recommender",0
"R_RfBbqgJJFHyLYyJ",2591763,"136.62.42.102",30.205795288086,-97.800201416016,"2018-04-03 13:39:04","2018-04-03 13:41:53",168,1,2,2,3,3,1,0,0,1,1,1,3,4,4,4,3,3,4,NA,NA,NA,NA,NA,4,4,3,5,"beneficial",1
"R_3lt7rCTc34wVIyO",8690245,"97.119.115.54",41.030807495117,-95.708999633789,"2018-04-03 13:42:27","2018-04-03 13:44:11",104,1,2,1,3,5,0,1,0,1,1,0,1,2,4,1,4,NA,2,NA,NA,4,1,NA,4,1,NA,4,"recommender",0
"R_1gMdZT8VkNYUMPI",2303252,"174.209.6.88",39.764007568359,-105.0179977417,"2018-04-03 13:40:41","2018-04-03 13:44:54",252,0,1,2,2,1,1,0,1,1,1,0,5,5,5,1,1,5,NA,NA,NA,1,NA,5,5,1,NA,3,"oversight",1
"R_2veTMl9lPLEaAM7",6524451,"67.190.43.4",39.660293579102,-104.76809692383,"2018-04-03 13:41:22","2018-04-03 13:45:59",277,0,2,4,4,4,1,1,1,0,0,1,5,4,5,3,3,NA,NA,5,3,NA,5,4,NA,NA,3,2,"jobs",1
"R_1nTsCWnbaY29Lr8",3947950,"96.249.213.3",41.703796386719,-73.921798706055,"2018-04-03 13:44:47","2018-04-03 13:46:40",112,0,1,1,4,4,1,1,0,1,1,0,2,2,4,4,5,NA,2,NA,NA,5,2,NA,4,4,NA,4,"recommender",1
"R_110icd3Xy0p1Lta",3280705,"96.233.108.223",42.426300048828,-71.454200744629,"2018-04-03 13:46:38","2018-04-03 13:49:36",178,0,2,2,2,3,1,1,1,1,0,0,2,4,3,2,3,NA,NA,NA,2,3,2,4,3,NA,NA,2,"jobs",1
"R_1nT6W6RGquuNMf3",7277488,"24.248.247.30",35.579803466797,-97.573097229004,"2018-04-03 13:49:06","2018-04-03 13:50:48",101,1,2,2,4,5,1,1,0,1,1,0,4,3,2,4,5,NA,3,NA,NA,5,4,NA,2,4,NA,1,"undesirable",1
"R_3haa3XQ36JTAqhu",4139597,"24.158.195.220",36.536499023438,-82.469802856445,"2018-04-03 13:47:50","2018-04-03 13:51:39",228,1,1,1,2,2,0,0,1,0,1,1,4,4,4,3,3,4,NA,4,NA,NA,NA,4,NA,3,3,5,"beneficial",1
"R_22lgRE6HVeD22Ia",7626938,"172.2.206.103",35.849502563477,-79.034103393555,"2018-04-03 13:50:54","2018-04-03 13:54:32",217,0,4,2,2,4,1,1,0,0,1,1,4,3,4,2,4,NA,3,4,NA,NA,4,NA,NA,2,4,1,"undesirable",1
"R_3Ei1gf8ne1MCRC7",9721106,"69.125.234.182",40.790405273438,-74.024597167969,"2018-04-03 13:55:27","2018-04-03 13:57:10",103,1,2,2,3,3,0,1,0,0,1,1,3,4,4,3,2,NA,4,4,NA,NA,3,NA,NA,3,2,1,"undesirable",1
"R_1EckzcmwFNpdosC",3091071,"69.204.67.209",43.07080078125,-78.820098876953,"2018-04-03 13:57:21","2018-04-03 13:58:30",69,0,1,1,1,3,0,0,1,1,0,1,5,1,5,5,5,5,NA,NA,5,NA,NA,1,5,NA,5,5,"beneficial",1
"R_PULD9hhlok6Ovxn",8655107,"71.193.136.167",44.902297973633,-123.06620025635,"2018-04-03 13:55:43","2018-04-03 13:58:47",183,0,1,1,1,4,1,1,0,0,1,1,4,5,4,5,3,NA,5,4,NA,NA,4,NA,NA,5,3,4,"recommender",0
"R_b4vN6rKxqsLwwTv",1466391,"99.13.0.102",36.188201904297,-94.237297058105,"2018-04-03 13:55:46","2018-04-03 14:00:24",278,1,1,2,3,4,0,1,1,1,0,0,1,3,3,4,4,NA,NA,NA,4,4,1,3,3,NA,NA,1,"undesirable",1
"R_8kwezQ46ccn0kpj",6095657,"148.74.176.146",41.789993286133,-73.887397766113,"2018-04-03 13:56:27","2018-04-03 14:01:10",282,0,3,2,3,3,1,0,1,0,1,1,3,4,4,4,2,3,NA,4,NA,NA,NA,4,NA,4,2,4,"recommender",1
"R_2Yrg3mwy0oeFzIR",5051533,"75.81.110.22",39.152603149414,-94.688499450684,"2018-04-03 13:57:25","2018-04-03 14:03:59",394,0,3,1,2,3,1,0,1,0,1,1,3,2,4,3,3,3,NA,4,NA,NA,NA,2,NA,3,3,4,"recommender",0
"R_1qVsi2FH4t6Kuvu",2804975,"174.226.16.120",37.444900512695,-77.298301696777,"2018-04-03 14:01:20","2018-04-03 14:04:07",166,0,4,4,3,3,1,1,1,0,1,0,5,4,4,2,3,NA,NA,4,NA,3,5,4,NA,2,NA,4,"recommender",0
"R_wTSflSec9Q7k773",8595727,"68.63.104.18",33.27360534668,-87.581901550293,"2018-04-03 13:59:29","2018-04-03 14:05:42",372,0,2,1,2,1,1,0,1,0,1,1,4,2,5,1,1,4,NA,5,NA,NA,NA,2,NA,1,1,2,"jobs",0
"R_26lj3DaAdx4C4Bd",7399999,"24.249.99.164",35.579803466797,-97.573097229004,"2018-04-03 13:58:21","2018-04-03 14:06:00",458,1,2,2,1,3,1,1,0,0,1,1,4,2,4,3,3,NA,2,4,NA,NA,4,NA,NA,3,3,4,"recommender",0
"R_3L7Tguoutujcz6s",2620684,"24.246.152.35",36.354598999023,-81.472801208496,"2018-04-03 14:05:30","2018-04-03 14:07:26",115,1,1,3,1,3,1,1,0,1,1,0,3,4,3,4,3,NA,4,NA,NA,3,3,NA,3,4,NA,1,"undesirable",0
"R_3fHQZsb7LXYY5Kh",7719377,"207.55.51.61",44.815505981445,-122.72920227051,"2018-04-03 14:06:07","2018-04-03 14:09:45",217,0,1,1,1,3,1,1,0,1,0,1,3,4,3,3,3,NA,4,NA,3,NA,3,NA,3,NA,3,3,"oversight",1
"R_OkRadZteX3P4aIx",9501575,"71.80.231.19",37.069198608398,-121.55670166016,"2018-04-03 14:11:53","2018-04-03 14:13:14",81,0,1,2,3,3,1,0,1,1,1,0,4,3,3,3,4,4,NA,NA,NA,4,NA,3,3,3,NA,3,"oversight",0
"R_1I9OnMJAMnV6ace",2929169,"73.4.169.50",42.080703735352,-72.558197021484,"2018-04-03 14:12:21","2018-04-03 14:16:12",230,0,2,2,3,3,1,0,1,0,1,1,4,2,5,3,4,4,NA,5,NA,NA,NA,2,NA,3,4,4,"recommender",0
"R_x4sggeLdXfiShON",5267719,"76.244.138.252",41.119003295898,-87.925903320312,"2018-04-03 14:13:38","2018-04-03 14:19:10",332,0,1,2,3,2,0,0,1,1,1,0,1,3,4,2,2,1,NA,NA,NA,2,NA,3,4,2,NA,2,"jobs",1
"R_wL5DWsMRe557cQx",8979749,"24.159.217.26",44.830902099609,-93.459899902344,"2018-04-03 14:18:16","2018-04-03 14:20:18",122,0,2,1,2,2,1,0,1,1,1,0,5,5,5,2,2,5,NA,NA,NA,2,NA,5,5,2,NA,4,"recommender",0
"R_WfaaFMDXI750ugp",7025774,"76.24.194.76",43.234497070312,-71.52269744873,"2018-04-03 14:19:30","2018-04-03 14:23:29",238,0,4,2,3,4,1,0,0,1,1,1,2,2,3,3,4,2,2,NA,NA,NA,NA,NA,3,3,4,4,"recommender",1
"R_3G2PGhOhzfOKQ7s",4256800,"131.94.186.94",25.558395385742,-80.458198547363,"2018-04-03 14:21:30","2018-04-03 14:23:45",135,1,4,3,3,3,1,1,0,0,1,1,4,4,5,2,3,NA,4,5,NA,NA,4,NA,NA,2,3,5,"beneficial",1
"R_3iFnZOGKFFunfzI",2312504,"159.83.4.2",33.963806152344,-118.27339935303,"2018-04-03 14:21:38","2018-04-03 14:26:46",308,1,NA,NA,1,3,1,0,1,1,0,1,3,4,4,4,3,3,NA,NA,4,NA,NA,4,4,NA,3,5,"beneficial",1
"R_2PbptjreGA9PgSF",3973513,"170.10.188.73",36.101303100586,-94.269996643066,"2018-04-03 14:26:57","2018-04-03 14:28:52",115,0,3,1,4,4,1,1,1,1,0,0,3,4,4,3,4,NA,NA,NA,3,4,3,4,4,NA,NA,2,"jobs",0
"R_vdVG2f9BwGaiN5n",6396480,"65.182.91.234",33.546096801758,-101.85739898682,"2018-04-03 14:24:42","2018-04-03 14:28:53",250,1,2,2,3,4,0,0,1,1,0,1,3,4,3,3,5,3,NA,NA,3,NA,NA,4,3,NA,5,2,"jobs",1
"R_3fdzatcGNoOArbm",2348475,"108.219.154.146",33.826293945312,-117.91059875488,"2018-04-03 14:24:55","2018-04-03 14:29:07",252,1,4,2,3,2,1,1,0,1,0,1,4,5,4,2,4,NA,5,NA,2,NA,4,NA,4,NA,4,3,"oversight",1
"R_VPXVVxOwPmDid5n",7815269,"73.189.147.24",38.631896972656,-122.89709472656,"2018-04-03 14:26:31","2018-04-03 14:32:20",348,1,2,1,2,2,1,0,1,1,1,0,4,3,4,3,3,4,NA,NA,NA,3,NA,3,4,3,NA,4,"recommender",0
"R_3ilsDztAiOz8rKo",7784206,"174.255.199.1",37.751007080078,-97.821998596191,"2018-04-03 14:31:32","2018-04-03 14:33:28",115,1,1,2,3,4,1,1,0,1,0,1,2,5,3,2,4,NA,5,NA,2,NA,2,NA,3,NA,4,5,"beneficial",1
"R_2rZXKXZiIlVUbFq",2999717,"108.26.125.139",36.764602661133,-76.198997497559,"2018-04-03 14:29:54","2018-04-03 14:33:36",222,0,2,1,3,5,1,0,1,1,1,0,2,4,5,4,5,2,NA,NA,NA,5,NA,4,5,4,NA,2,"jobs",1
"R_3MbwzW4a71AnPJe",2209894,"71.220.32.143",44.97590637207,-93.216598510742,"2018-04-03 14:45:28","2018-04-03 14:46:47",79,1,2,3,2,3,0,1,0,0,1,1,4,4,4,2,3,NA,4,4,NA,NA,4,NA,NA,2,3,4,"recommender",0
"R_1NDorgVtm7u3jK4",4341081,"137.164.12.170",40.800399780273,-124.15280151367,"2018-04-03 14:47:28","2018-04-03 14:50:58",209,1,2,1,4,3,0,1,0,1,1,0,2,4,5,3,3,NA,4,NA,NA,3,2,NA,5,3,NA,1,"undesirable",1
"R_1pL5MKAhdYZa9bN",6268996,"108.251.211.89",34.618194580078,-99.27320098877,"2018-04-03 14:50:01","2018-04-03 14:52:35",154,1,1,3,4,4,0,1,1,0,1,0,2,4,4,2,5,NA,NA,4,NA,5,2,4,NA,2,NA,1,"undesirable",1
"R_YSo1kuGPkRnCXdL",1984551,"199.30.157.86",35.787704467773,-78.390502929688,"2018-04-03 14:54:25","2018-04-03 15:00:22",356,1,2,2,4,3,0,1,0,0,1,1,2,4,4,2,3,NA,4,4,NA,NA,2,NA,NA,2,3,4,"recommender",1
"R_21vWV709KEZvriU",8756940,"174.60.201.41",41.384994506836,-75.646102905273,"2018-04-03 15:00:06","2018-04-03 15:01:27",80,0,2,2,3,4,1,1,0,1,0,1,2,2,4,3,4,NA,2,NA,3,NA,2,NA,4,NA,4,5,"beneficial",1
"R_2651NP4cvmVn0JG",9686812,"104.240.237.41",39.686904907227,-84.164100646973,"2018-04-03 15:02:58","2018-04-03 15:09:02",363,0,2,1,2,3,1,0,1,1,1,0,3,4,4,2,4,3,NA,NA,NA,4,NA,4,4,2,NA,4,"recommender",0
"R_2D02jwu5Sbw0eqU",3668598,"128.172.245.39",37.553802490234,-77.460296630859,"2018-04-03 15:09:34","2018-04-03 15:11:08",94,0,2,1,2,1,0,1,0,0,1,1,5,4,5,3,1,NA,4,5,NA,NA,5,NA,NA,3,1,1,"undesirable",0
"R_2uwJ2XPRMhijlEl",1697703,"65.88.88.93",40.805603027344,-73.916900634766,"2018-04-03 15:08:55","2018-04-03 15:12:10",194,1,1,1,3,4,1,1,1,0,1,0,1,2,3,2,4,NA,NA,3,NA,4,1,2,NA,2,NA,4,"recommender",0
"R_2w0nfCBKaLsKhb2",3037378,"97.83.72.77",45.251007080078,-85.280700683594,"2018-04-03 15:09:53","2018-04-03 15:12:35",162,1,2,1,3,2,1,0,1,1,0,1,4,5,4,3,2,4,NA,NA,3,NA,NA,5,4,NA,2,3,"oversight",1
"R_1jCgZRQCJbc92Vt",9781677,"107.213.177.74",35.771606445312,-78.635597229004,"2018-04-03 15:14:02","2018-04-03 15:16:06",123,1,2,4,3,5,1,1,0,1,1,0,3,3,4,3,5,NA,3,NA,NA,5,3,NA,4,3,NA,3,"oversight",1
"R_3fwJou67fUgRQxn",26570,"70.66.189.65",48.449600219727,-123.41929626465,"2018-04-03 15:15:23","2018-04-03 15:18:57",214,1,2,2,2,2,0,1,1,0,0,1,5,5,5,1,1,NA,NA,5,1,NA,5,5,NA,NA,1,2,"jobs",1
"R_12P7hhLDrWyFsYo",4845200,"104.169.94.246",39.684997558594,-84.41429901123,"2018-04-03 15:17:28","2018-04-03 15:21:01",213,0,1,1,2,3,1,0,1,1,0,1,4,5,5,3,1,4,NA,NA,3,NA,NA,5,5,NA,1,2,"jobs",1
"R_3peQUjNXzgo3Bq5",3303691,"209.236.82.154",37.943603515625,-104.84660339355,"2018-04-03 15:22:02","2018-04-03 15:25:33",210,1,2,2,4,5,1,0,1,1,0,1,2,3,4,5,5,2,NA,NA,5,NA,NA,3,4,NA,5,5,"beneficial",1
"R_3qOG8Ct3Z9oCy98",5939328,"68.196.132.38",41.009902954102,-74.007301330566,"2018-04-03 15:30:45","2018-04-03 15:32:20",94,0,2,3,3,2,1,0,1,0,1,1,3,3,3,4,3,3,NA,3,NA,NA,NA,3,NA,4,3,5,"beneficial",0
"R_RCrZmT6ecMia2v7",2249416,"104.189.120.92",35.461502075195,-86.489799499512,"2018-04-03 15:29:42","2018-04-03 15:35:17",334,0,2,1,1,4,1,1,0,1,0,1,4,3,5,2,3,NA,3,NA,2,NA,4,NA,5,NA,3,3,"oversight",0
"R_2cbCWoeTJbfd0Yd",9870095,"73.152.218.24",38.403396606445,-82.357696533203,"2018-04-03 15:34:25","2018-04-03 15:36:03",97,1,4,1,3,4,0,1,0,1,0,1,2,2,4,2,3,NA,2,NA,2,NA,2,NA,4,NA,3,3,"oversight",1
"R_PTidgmlLNKX6eI1",2049730,"71.14.59.99",33.184097290039,-86.251502990723,"2018-04-03 15:40:46","2018-04-03 15:44:07",200,0,1,2,2,3,1,1,0,1,1,0,4,4,5,5,2,NA,4,NA,NA,2,4,NA,5,5,NA,1,"undesirable",1
"R_1rNAfDEHjZWrfY7",2729914,"169.233.8.64",36.989898681641,-122.06030273438,"2018-04-03 15:48:14","2018-04-03 15:51:23",189,0,1,2,4,4,0,1,1,1,0,0,4,4,5,1,4,NA,NA,NA,1,4,4,4,5,NA,NA,3,"oversight",0
"R_Rt3kQdRTSdYpBD3",8012095,"23.108.31.122",40.723495483398,-73.861198425293,"2018-04-03 15:57:48","2018-04-03 16:00:09",141,0,2,1,2,3,0,0,1,1,1,0,3,2,5,2,2,3,NA,NA,NA,2,NA,2,5,2,NA,3,"oversight",1
"R_bm8n024PxDJJnIl",9017082,"173.209.69.250",26.188400268555,-97.923202514648,"2018-04-03 16:05:55","2018-04-03 16:09:18",202,1,1,1,4,1,0,1,1,0,1,0,5,5,5,2,1,NA,NA,5,NA,1,5,5,NA,2,NA,2,"jobs",0
"R_W7nOFPfTAS7nZoB",8287408,"74.219.214.242",39.195907592773,-84.529800415039,"2018-04-03 16:07:04","2018-04-03 16:09:51",166,1,4,3,4,4,0,1,0,0,1,1,2,2,5,3,4,NA,2,5,NA,NA,2,NA,NA,3,4,4,"recommender",0
"R_r0G8JoxObi7dz5n",9163676,"68.229.65.93",41.693298339844,-71.639503479004,"2018-04-03 16:10:58","2018-04-03 16:12:55",116,0,1,2,3,3,0,1,1,0,1,0,3,4,5,3,4,NA,NA,5,NA,4,3,4,NA,3,NA,1,"undesirable",0
"R_Oe6heISZg3pgQTf",2453086,"206.255.202.179",35.232696533203,-91.70539855957,"2018-04-03 16:10:22","2018-04-03 16:14:40",257,0,1,1,2,3,1,1,1,1,0,0,3,1,5,1,3,NA,NA,NA,1,3,3,1,5,NA,NA,2,"jobs",1
"R_1JJeURXTC7WNDVt",9822828,"174.52.216.159",40.560699462891,-111.72370147705,"2018-04-03 16:16:28","2018-04-03 16:19:18",170,1,4,2,3,3,1,1,1,0,0,1,4,5,5,4,4,NA,NA,5,4,NA,4,5,NA,NA,4,1,"undesirable",0
